,geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
5748,bra,2005,12352
5749,bra,2006,12702
5750,bra,2007,13334
5751,bra,2008,13874
5752,bra,2009,13724
5753,bra,2010,14620
5754,bra,2011,15062
5755,bra,2012,15215
5756,bra,2013,15536
5757,bra,2014,15481
5758,bra,2015,14807
5759,bra,2016,14200
5760,bra,2017,14236
5761,bra,2018,14283
5762,bra,2019,14307
5763,bra,2020,14501
5764,bra,2021,14750
5765,bra,2022,15006
5766,bra,2023,15278
5767,bra,2024,15537
5768,bra,2025,15804
5769,bra,2026,16081
5770,bra,2027,16370
5771,bra,2028,16675
5772,bra,2029,16993
5773,bra,2030,17326
5774,bra,2031,17670
5775,bra,2032,18025
5776,bra,2033,18390
5777,bra,2034,18763
5778,bra,2035,19144
5779,bra,2036,19534
5780,bra,2037,19931
5781,bra,2038,20336
5782,bra,2039,20750
5783,bra,2040,21172
5784,brb,1800,913
5785,brb,1801,914
5786,brb,1802,914
5787,brb,1803,914
5788,brb,1804,914
5789,brb,1805,914
5790,brb,1806,914
5791,brb,1807,914
5792,brb,1808,915
5793,brb,1809,915
5794,brb,1810,915
5795,brb,1811,915
5796,brb,1812,915
5797,brb,1813,915
5798,brb,1814,915
5799,brb,1815,916
5800,brb,1816,916
5801,brb,1817,916
5802,brb,1818,916
5803,brb,1819,916
5804,brb,1820,916
5805,brb,1821,922
5806,brb,1822,929
5807,brb,1823,935
5808,brb,1824,941
5809,brb,1825,948
5810,brb,1826,954
5811,brb,1827,960
5812,brb,1828,967
5813,brb,1829,973
5814,brb,1830,980
5815,brb,1831,987
5816,brb,1832,993
5817,brb,1833,1000
5818,brb,1834,1007
5819,brb,1835,1014
5820,brb,1836,1020
5821,brb,1837,1027
5822,brb,1838,1034
5823,brb,1839,1041
5824,brb,1840,1048
5825,brb,1841,1055
5826,brb,1842,1063
5827,brb,1843,1070
5828,brb,1844,1077
5829,brb,1845,1084
5830,brb,1846,1092
5831,brb,1847,1099
5832,brb,1848,1106
5833,brb,1849,1114
5834,brb,1850,1121
5835,brb,1851,1129
5836,brb,1852,1137
5837,brb,1853,1144
5838,brb,1854,1152
5839,brb,1855,1160
5840,brb,1856,1168
5841,brb,1857,1175
5842,brb,1858,1183
5843,brb,1859,1191
5844,brb,1860,1199
5845,brb,1861,1208
5846,brb,1862,1216
5847,brb,1863,1224
5848,brb,1864,1232
5849,brb,1865,1241
5850,brb,1866,1249
5851,brb,1867,1257
5852,brb,1868,1266
5853,brb,1869,1274
5854,brb,1870,1283
5855,brb,1871,1292
5856,brb,1872,1300
5857,brb,1873,1309
5858,brb,1874,1318
5859,brb,1875,1327
5860,brb,1876,1336
5861,brb,1877,1345
5862,brb,1878,1354
5863,brb,1879,1363
5864,brb,1880,1372
5865,brb,1881,1382
5866,brb,1882,1391
5867,brb,1883,1400
5868,brb,1884,1410
5869,brb,1885,1419
5870,brb,1886,1429
5871,brb,1887,1439
5872,brb,1888,1448
5873,brb,1889,1458
5874,brb,1890,1468
5875,brb,1891,1478
5876,brb,1892,1488
5877,brb,1893,1498
5878,brb,1894,1508
5879,brb,1895,1518
5880,brb,1896,1529
5881,brb,1897,1539
5882,brb,1898,1549
5883,brb,1899,1560
5884,brb,1900,1570
5885,brb,1901,1581
5886,brb,1902,1592
5887,brb,1903,1602
5888,brb,1904,1613
5889,brb,1905,1624
5890,brb,1906,1635
5891,brb,1907,1646
5892,brb,1908,1657
5893,brb,1909,1668
5894,brb,1910,1680
5895,brb,1911,1691
5896,brb,1912,1702
5897,brb,1913,1714
5898,brb,1914,1740
5899,brb,1915,1766
5900,brb,1916,1792
5901,brb,1917,1819
5902,brb,1918,1847
5903,brb,1919,1875
5904,brb,1920,1903
5905,brb,1921,1926
5906,brb,1922,1949
5907,brb,1923,1972
5908,brb,1924,1997
5909,brb,1925,2020
5910,brb,1926,2046
5911,brb,1927,2069
5912,brb,1928,2094
5913,brb,1929,2120
5914,brb,1930,2145
5915,brb,1931,2171
5916,brb,1932,2197
5917,brb,1933,2223
5918,brb,1934,2249
5919,brb,1935,2276
5920,brb,1936,2304
5921,brb,1937,2331
5922,brb,1938,2358
5923,brb,1939,2386
5924,brb,1940,2414
5925,brb,1941,2443
5926,brb,1942,2472
5927,brb,1943,2500
5928,brb,1944,2529
5929,brb,1945,2559
5930,brb,1946,2589
5931,brb,1947,2619
5932,brb,1948,2650
5933,brb,1949,2681
5934,brb,1950,2712
5935,brb,1951,2810
5936,brb,1952,2925
5937,brb,1953,3043
5938,brb,1954,3158
5939,brb,1955,3306
5940,brb,1956,3512
5941,brb,1957,3717
5942,brb,1958,3884
5943,brb,1959,4043
5944,brb,1960,4253
5945,brb,1961,4600
5946,brb,1962,4852
5947,brb,1963,5000
5948,brb,1964,5327
5949,brb,1965,5483
5950,brb,1966,5893
5951,brb,1967,6496
5952,brb,1968,7388
5953,brb,1969,8194
5954,brb,1970,9132
5955,brb,1971,9517
5956,brb,1972,9666
5957,brb,1973,9830
5958,brb,1974,9415
5959,brb,1975,9271
5960,brb,1976,9742
5961,brb,1977,10147
5962,brb,1978,10708
5963,brb,1979,11621
5964,brb,1980,12210
5965,brb,1981,12075
5966,brb,1982,11542
5967,brb,1983,11647
5968,brb,1984,12119
5969,brb,1985,12312
5970,brb,1986,13007
5971,brb,1987,13422
5972,brb,1988,13973
5973,brb,1989,14541
5974,brb,1990,14123
5975,brb,1991,13520
5976,brb,1992,12529
5977,brb,1993,12634
5978,brb,1994,13062
5979,brb,1995,13273
5980,brb,1996,13743
5981,brb,1997,14333
5982,brb,1998,14806
5983,brb,1999,14793
5984,brb,2000,15391
5985,brb,2001,14971
5986,brb,2002,15040
5987,brb,2003,15314
5988,brb,2004,15476
5989,brb,2005,16031
5990,brb,2006,16869
5991,brb,2007,17091
5992,brb,2008,17036
5993,brb,2009,16292
5994,brb,2010,16276
5995,brb,2011,16333
5996,brb,2012,16338
5997,brb,2013,16305
5998,brb,2014,16278
5999,brb,2015,16396
6000,brb,2016,16698
6001,brb,2017,16839
6002,brb,2018,16698
6003,brb,2019,16640
6004,brb,2020,16697
6005,brb,2021,16905
6006,brb,2022,17172
6007,brb,2023,17444
6008,brb,2024,17720
6009,brb,2025,18005
6010,brb,2026,18304
6011,brb,2027,18620
6012,brb,2028,18956
6013,brb,2029,19310
6014,brb,2030,19683
6015,brb,2031,20071
6016,brb,2032,20473
6017,brb,2033,20887
6018,brb,2034,21310
6019,brb,2035,21743
6020,brb,2036,22185
6021,brb,2037,22637
6022,brb,2038,23097
6023,brb,2039,23567
6024,brb,2040,24046
6025,brn,1800,1512
6026,brn,1801,1512
6027,brn,1802,1512
6028,brn,1803,1513
6029,brn,1804,1513
6030,brn,1805,1513
6031,brn,1806,1513
6032,brn,1807,1513
6033,brn,1808,1514
6034,brn,1809,1514
6035,brn,1810,1514
6036,brn,1811,1514
6037,brn,1812,1515
6038,brn,1813,1515
6039,brn,1814,1515
6040,brn,1815,1515
6041,brn,1816,1515
6042,brn,1817,1516
6043,brn,1818,1516
6044,brn,1819,1516
6045,brn,1820,1516
6046,brn,1821,1522
6047,brn,1822,1527
6048,brn,1823,1532
6049,brn,1824,1537
6050,brn,1825,1542
6051,brn,1826,1548
6052,brn,1827,1553
6053,brn,1828,1558
6054,brn,1829,1563
6055,brn,1830,1569
6056,brn,1831,1574
6057,brn,1832,1579
6058,brn,1833,1585
6059,brn,1834,1590
6060,brn,1835,1596
6061,brn,1836,1601
6062,brn,1837,1606
6063,brn,1838,1612
6064,brn,1839,1617
6065,brn,1840,1623
6066,brn,1841,1628
6067,brn,1842,1634
6068,brn,1843,1639
6069,brn,1844,1645
6070,brn,1845,1651
6071,brn,1846,1656
6072,brn,1847,1662
6073,brn,1848,1667
6074,brn,1849,1673
6075,brn,1850,1679
6076,brn,1851,1684
6077,brn,1852,1690
6078,brn,1853,1696
6079,brn,1854,1702
6080,brn,1855,1707
6081,brn,1856,1713
6082,brn,1857,1719
6083,brn,1858,1725
6084,brn,1859,1731
6085,brn,1860,1737
6086,brn,1861,1743
6087,brn,1862,1748
6088,brn,1863,1754
6089,brn,1864,1760
6090,brn,1865,1766
6091,brn,1866,1772
6092,brn,1867,1778
6093,brn,1868,1784
6094,brn,1869,1790
6095,brn,1870,1797
6096,brn,1871,1803
6097,brn,1872,1809
6098,brn,1873,1815
6099,brn,1874,1821
6100,brn,1875,1827
6101,brn,1876,1833
6102,brn,1877,1840
6103,brn,1878,1846
6104,brn,1879,1852
6105,brn,1880,1859
6106,brn,1881,1865
6107,brn,1882,1871
6108,brn,1883,1878
6109,brn,1884,1884
6110,brn,1885,1890
6111,brn,1886,1897
6112,brn,1887,1903
6113,brn,1888,1910
6114,brn,1889,1916
6115,brn,1890,1923
6116,brn,1891,1929
6117,brn,1892,1936
6118,brn,1893,1942
6119,brn,1894,1949
6120,brn,1895,1955
6121,brn,1896,1962
6122,brn,1897,1969
6123,brn,1898,1975
6124,brn,1899,1982
6125,brn,1900,1989
6126,brn,1901,1996
6127,brn,1902,2002
6128,brn,1903,2009
6129,brn,1904,2016
6130,brn,1905,2023
6131,brn,1906,2030
6132,brn,1907,2037
6133,brn,1908,2044
6134,brn,1909,2051
6135,brn,1910,2057
6136,brn,1911,2064
6137,brn,1912,2071
6138,brn,1913,2078
6139,brn,1914,2086
6140,brn,1915,2093
6141,brn,1916,2100
6142,brn,1917,2107
6143,brn,1918,2114
6144,brn,1919,2121
6145,brn,1920,2128
6146,brn,1921,2139
6147,brn,1922,2149
6148,brn,1923,2159
6149,brn,1924,2170
6150,brn,1925,2180
6151,brn,1926,2191
6152,brn,1927,2201
6153,brn,1928,2212
6154,brn,1929,2222
6155,brn,1930,2593
6156,brn,1931,3025
6157,brn,1932,3529
6158,brn,1933,4118
6159,brn,1934,4804
6160,brn,1935,5605
6161,brn,1936,6539
6162,brn,1937,7629
6163,brn,1938,8900
6164,brn,1939,10383
6165,brn,1940,12114
6166,brn,1941,14213
6167,brn,1942,16676
6168,brn,1943,19565
6169,brn,1944,22954
6170,brn,1945,26928
6171,brn,1946,31589
6172,brn,1947,37057
6173,brn,1948,43469
6174,brn,1949,50987
6175,brn,1950,59805
6176,brn,1951,61159
6177,brn,1952,62541
6178,brn,1953,63953
6179,brn,1954,65394
6180,brn,1955,66865
6181,brn,1956,68368
6182,brn,1957,69902
6183,brn,1958,71468
6184,brn,1959,73066
6185,brn,1960,74698
6186,brn,1961,76349
6187,brn,1962,78034
6188,brn,1963,79754
6189,brn,1964,81508
6190,brn,1965,83300
6191,brn,1966,85127
6192,brn,1967,86993
6193,brn,1968,88896
6194,brn,1969,90839
6195,brn,1970,92821
6196,brn,1971,97457
6197,brn,1972,102530
6198,brn,1973,107419
6199,brn,1974,114735
6200,brn,1975,110453
6201,brn,1976,127521
6202,brn,1977,136112
6203,brn,1978,140139
6204,brn,1979,165842
6205,brn,1980,149206
6206,brn,1981,115933
6207,brn,1982,116958
6208,brn,1983,114193
6209,brn,1984,111654
6210,brn,1985,106890
6211,brn,1986,91962
6212,brn,1987,89648
6213,brn,1988,86809
6214,brn,1989,86219
6215,brn,1990,84693
6216,brn,1991,84900
6217,brn,1992,86446
6218,brn,1993,84311
6219,brn,1994,84628
6220,brn,1995,86139
6221,brn,1996,86434
6222,brn,1997,83160
6223,brn,1998,80833
6224,brn,1999,81496
6225,brn,2000,82068
6226,brn,2001,82617
6227,brn,2002,84146
6228,brn,2003,84994
6229,brn,2004,83963
6230,brn,2005,82977
6231,brn,2006,85422
6232,brn,2007,84481
6233,brn,2008,81869
6234,brn,2009,79485
6235,brn,2010,80556
6236,brn,2011,82503
6237,brn,2012,82150
6238,brn,2013,79323
6239,brn,2014,76449
6240,brn,2015,75074
6241,brn,2016,72370
6242,brn,2017,72524
6243,brn,2018,71802
6244,brn,2019,72376
6245,brn,2020,75053
6246,brn,2021,76918
6247,brn,2022,78775
6248,brn,2023,79814
6249,brn,2024,80644
6250,brn,2025,81532
6251,brn,2026,82520
6252,brn,2027,83643
6253,brn,2028,84916
6254,brn,2029,86339
6255,brn,2030,87897
6256,brn,2031,89567
6257,brn,2032,91327
6258,brn,2033,93155
6259,brn,2034,95038
6260,brn,2035,96967
6261,brn,2036,98937
6262,brn,2037,100949
6263,brn,2038,103002
6264,brn,2039,105097
6265,brn,2040,107234
6266,btn,1800,629
6267,btn,1801,629
6268,btn,1802,630
6269,btn,1803,630
6270,btn,1804,630
6271,btn,1805,630
6272,btn,1806,630
6273,btn,1807,630
6274,btn,1808,630
6275,btn,1809,630
6276,btn,1810,630
6277,btn,1811,630
6278,btn,1812,631
6279,btn,1813,631
6280,btn,1814,631
6281,btn,1815,631
6282,btn,1816,631
6283,btn,1817,631
6284,btn,1818,631
6285,btn,1819,631
6286,btn,1820,631
6287,btn,1821,633
6288,btn,1822,634
6289,btn,1823,635
6290,btn,1824,636
6291,btn,1825,638
6292,btn,1826,639
6293,btn,1827,640
6294,btn,1828,641
6295,btn,1829,643
6296,btn,1830,644
6297,btn,1831,645
6298,btn,1832,646
6299,btn,1833,648
6300,btn,1834,649
6301,btn,1835,650
6302,btn,1836,651
6303,btn,1837,653
6304,btn,1838,654
6305,btn,1839,655
6306,btn,1840,657
6307,btn,1841,658
6308,btn,1842,659
6309,btn,1843,661
6310,btn,1844,662
6311,btn,1845,663
6312,btn,1846,664
6313,btn,1847,666
6314,btn,1848,667
6315,btn,1849,668
6316,btn,1850,670
6317,btn,1851,671
6318,btn,1852,672
6319,btn,1853,674
6320,btn,1854,675
6321,btn,1855,676
6322,btn,1856,678
6323,btn,1857,679
6324,btn,1858,680
6325,btn,1859,682
6326,btn,1860,683
6327,btn,1861,684
6328,btn,1862,686
6329,btn,1863,687
6330,btn,1864,688
6331,btn,1865,690
6332,btn,1866,691
6333,btn,1867,692
6334,btn,1868,694
6335,btn,1869,695
6336,btn,1870,697
6337,btn,1871,698
6338,btn,1872,699
6339,btn,1873,701
6340,btn,1874,702
6341,btn,1875,703
6342,btn,1876,705
6343,btn,1877,706
6344,btn,1878,708
6345,btn,1879,709
6346,btn,1880,710
6347,btn,1881,712
6348,btn,1882,713
6349,btn,1883,715
6350,btn,1884,716
6351,btn,1885,717
6352,btn,1886,719
6353,btn,1887,720
6354,btn,1888,722
6355,btn,1889,723
6356,btn,1890,724
6357,btn,1891,726
6358,btn,1892,727
6359,btn,1893,729
6360,btn,1894,730
6361,btn,1895,732
6362,btn,1896,733
6363,btn,1897,735
6364,btn,1898,736
6365,btn,1899,737
6366,btn,1900,739
6367,btn,1901,740
6368,btn,1902,742
6369,btn,1903,743
6370,btn,1904,745
6371,btn,1905,746
6372,btn,1906,748
6373,btn,1907,749
6374,btn,1908,751
6375,btn,1909,752
6376,btn,1910,754
6377,btn,1911,755
6378,btn,1912,757
6379,btn,1913,758
6380,btn,1914,759
6381,btn,1915,761
6382,btn,1916,762
6383,btn,1917,764
6384,btn,1918,765
6385,btn,1919,767
6386,btn,1920,769
6387,btn,1921,771
6388,btn,1922,774
6389,btn,1923,776
6390,btn,1924,779
6391,btn,1925,782
6392,btn,1926,784
6393,btn,1927,787
6394,btn,1928,789
6395,btn,1929,792
6396,btn,1930,795
6397,btn,1931,797
6398,btn,1932,800
6399,btn,1933,803
6400,btn,1934,805
6401,btn,1935,808
6402,btn,1936,811
6403,btn,1937,813
6404,btn,1938,816
6405,btn,1939,818
6406,btn,1940,821
6407,btn,1941,824
6408,btn,1942,827
6409,btn,1943,829
6410,btn,1944,832
6411,btn,1945,835
6412,btn,1946,837
6413,btn,1947,840
6414,btn,1948,843
6415,btn,1949,845
6416,btn,1950,848
6417,btn,1951,858
6418,btn,1952,868
6419,btn,1953,878
6420,btn,1954,888
6421,btn,1955,898
6422,btn,1956,908
6423,btn,1957,919
6424,btn,1958,929
6425,btn,1959,940
6426,btn,1960,951
6427,btn,1961,965
6428,btn,1962,981
6429,btn,1963,997
6430,btn,1964,1013
6431,btn,1965,1029
6432,btn,1966,1046
6433,btn,1967,1062
6434,btn,1968,1079
6435,btn,1969,1096
6436,btn,1970,1113
6437,btn,1971,1105
6438,btn,1972,1081
6439,btn,1973,1061
6440,btn,1974,1080
6441,btn,1975,1010
6442,btn,1976,1064
6443,btn,1977,1109
6444,btn,1978,1150
6445,btn,1979,1167
6446,btn,1980,1188
6447,btn,1981,1287
6448,btn,1982,1282
6449,btn,1983,1350
6450,btn,1984,1395
6451,btn,1985,1430
6452,btn,1986,1578
6453,btn,1987,1997
6454,btn,1988,2046
6455,btn,1989,2144
6456,btn,1990,2354
6457,btn,1991,2327
6458,btn,1992,2435
6459,btn,1993,2492
6460,btn,1994,2619
6461,btn,1995,2790
6462,btn,1996,2908
6463,btn,1997,3007
6464,btn,1998,3114
6465,btn,1999,3284
6466,btn,2000,3433
6467,btn,2001,3637
6468,btn,2002,3947
6469,btn,2003,4169
6470,btn,2004,4339
6471,btn,2005,4577
6472,btn,2006,4826
6473,btn,2007,5627
6474,btn,2008,5836
6475,btn,2009,6163
6476,btn,2010,6814
6477,btn,2011,7269
6478,btn,2012,7548
6479,btn,2013,7616
6480,btn,2014,7954
6481,btn,2015,8380
6482,btn,2016,8944
6483,btn,2017,9247
6484,btn,2018,9348
6485,btn,2019,9708
6486,btn,2020,10242
6487,btn,2021,10675
6488,btn,2022,11231
6489,btn,2023,11844
6490,btn,2024,12403
6491,btn,2025,12968
6492,btn,2026,13520
6493,btn,2027,14041
6494,btn,2028,14521
6495,btn,2029,14957
6496,btn,2030,15354
6497,btn,2031,15721
6498,btn,2032,16070
6499,btn,2033,16411
6500,btn,2034,16750
6501,btn,2035,17093
6502,btn,2036,17441
6503,btn,2037,17796
6504,btn,2038,18158
6505,btn,2039,18527
6506,btn,2040,18904
6507,bwa,1800,397
6508,bwa,1801,397
6509,bwa,1802,397
6510,bwa,1803,397
6511,bwa,1804,397
6512,bwa,1805,398
6513,bwa,1806,398
6514,bwa,1807,398
6515,bwa,1808,398
6516,bwa,1809,398
6517,bwa,1810,398
6518,bwa,1811,398
6519,bwa,1812,398
6520,bwa,1813,398
6521,bwa,1814,398
6522,bwa,1815,398
6523,bwa,1816,398
6524,bwa,1817,398
6525,bwa,1818,398
6526,bwa,1819,398
6527,bwa,1820,398
6528,bwa,1821,400
6529,bwa,1822,402
6530,bwa,1823,404
6531,bwa,1824,406
6532,bwa,1825,408
6533,bwa,1826,410
6534,bwa,1827,412
6535,bwa,1828,414
6536,bwa,1829,416
6537,bwa,1830,418
6538,bwa,1831,420
6539,bwa,1832,422
6540,bwa,1833,424
6541,bwa,1834,426
6542,bwa,1835,428
6543,bwa,1836,430
6544,bwa,1837,432
6545,bwa,1838,435
6546,bwa,1839,437
6547,bwa,1840,439
6548,bwa,1841,441
6549,bwa,1842,443
6550,bwa,1843,445
6551,bwa,1844,447
6552,bwa,1845,449
6553,bwa,1846,452
6554,bwa,1847,454
6555,bwa,1848,456
6556,bwa,1849,458
6557,bwa,1850,460
6558,bwa,1851,463
6559,bwa,1852,465
6560,bwa,1853,467
6561,bwa,1854,469
6562,bwa,1855,472
6563,bwa,1856,474
6564,bwa,1857,476
6565,bwa,1858,479
6566,bwa,1859,481
6567,bwa,1860,483
6568,bwa,1861,486
6569,bwa,1862,488
6570,bwa,1863,490
6571,bwa,1864,493
6572,bwa,1865,495
6573,bwa,1866,497
6574,bwa,1867,500
6575,bwa,1868,502
6576,bwa,1869,505
6577,bwa,1870,507
6578,bwa,1871,510
6579,bwa,1872,512
6580,bwa,1873,515
6581,bwa,1874,517
6582,bwa,1875,520
6583,bwa,1876,522
6584,bwa,1877,525
6585,bwa,1878,527
6586,bwa,1879,530
6587,bwa,1880,532
6588,bwa,1881,535
6589,bwa,1882,537
6590,bwa,1883,540
6591,bwa,1884,543
6592,bwa,1885,545
6593,bwa,1886,548
6594,bwa,1887,550
6595,bwa,1888,553
6596,bwa,1889,556
6597,bwa,1890,559
6598,bwa,1891,561
6599,bwa,1892,564
6600,bwa,1893,567
6601,bwa,1894,569
6602,bwa,1895,572
6603,bwa,1896,575
6604,bwa,1897,578
6605,bwa,1898,581
6606,bwa,1899,583
6607,bwa,1900,586
6608,bwa,1901,589
6609,bwa,1902,592
6610,bwa,1903,595
6611,bwa,1904,598
6612,bwa,1905,600
6613,bwa,1906,603
6614,bwa,1907,606
6615,bwa,1908,609
6616,bwa,1909,612
6617,bwa,1910,615
6618,bwa,1911,618
6619,bwa,1912,621
6620,bwa,1913,624
6621,bwa,1914,629
6622,bwa,1915,633
6623,bwa,1916,638
6624,bwa,1917,643
6625,bwa,1918,648
6626,bwa,1919,653
6627,bwa,1920,658
6628,bwa,1921,663
6629,bwa,1922,668
6630,bwa,1923,674
6631,bwa,1924,679
6632,bwa,1925,685
6633,bwa,1926,690
6634,bwa,1927,696
6635,bwa,1928,701
6636,bwa,1929,707
6637,bwa,1930,713
6638,bwa,1931,719
6639,bwa,1932,724
6640,bwa,1933,730
6641,bwa,1934,736
6642,bwa,1935,742
6643,bwa,1936,748
6644,bwa,1937,754
6645,bwa,1938,760
6646,bwa,1939,766
6647,bwa,1940,772
6648,bwa,1941,774
6649,bwa,1942,774
6650,bwa,1943,775
6651,bwa,1944,775
6652,bwa,1945,776
6653,bwa,1946,776
6654,bwa,1947,777
6655,bwa,1948,777
6656,bwa,1949,778
6657,bwa,1950,779
6658,bwa,1951,793
6659,bwa,1952,803
6660,bwa,1953,817
6661,bwa,1954,831
6662,bwa,1955,843
6663,bwa,1956,855
6664,bwa,1957,866
6665,bwa,1958,876
6666,bwa,1959,891
6667,bwa,1960,899
6668,bwa,1961,916
6669,bwa,1962,929
6670,bwa,1963,944
6671,bwa,1964,963
6672,bwa,1965,978
6673,bwa,1966,1059
6674,bwa,1967,1150
6675,bwa,1968,1249
6676,bwa,1969,1349
6677,bwa,1970,1452
6678,bwa,1971,1781
6679,bwa,1972,2180
6680,bwa,1973,2548
6681,bwa,1974,2655
6682,bwa,1975,2745
6683,bwa,1976,2889
6684,bwa,1977,3032
6685,bwa,1978,3219
6686,bwa,1979,3509
6687,bwa,1980,3774
6688,bwa,1981,4065
6689,bwa,1982,4246
6690,bwa,1983,4584
6691,bwa,1984,5032
6692,bwa,1985,5318
6693,bwa,1986,5532
6694,bwa,1987,5806
6695,bwa,1988,6321
6696,bwa,1989,8176
6697,bwa,1990,8502
6698,bwa,1991,8863
6699,bwa,1992,8873
6700,bwa,1993,8813
6701,bwa,1994,8910
6702,bwa,1995,9309
6703,bwa,1996,9619
6704,bwa,1997,10178
6705,bwa,1998,9993
6706,bwa,1999,10725
6707,bwa,2000,10718
6708,bwa,2001,10544
6709,bwa,2002,10987
6710,bwa,2003,11298
6711,bwa,2004,11399
6712,bwa,2005,11697
6713,bwa,2006,12421
6714,bwa,2007,13165
6715,bwa,2008,13694
6716,bwa,2009,12401
6717,bwa,2010,13235
6718,bwa,2011,13839
6719,bwa,2012,14284
6720,bwa,2013,15727
6721,bwa,2014,16175
6722,bwa,2015,15660
6723,bwa,2016,16037
6724,bwa,2017,16165
6725,bwa,2018,16518
6726,bwa,2019,16781
6727,bwa,2020,17190
6728,bwa,2021,17873
6729,bwa,2022,18222
6730,bwa,2023,18589
6731,bwa,2024,18967
6732,bwa,2025,19352
6733,bwa,2026,19746
6734,bwa,2027,20147
6735,bwa,2028,20557
6736,bwa,2029,20975
6737,bwa,2030,21402
6738,bwa,2031,21837
6739,bwa,2032,22281
6740,bwa,2033,22734
6741,bwa,2034,23196
6742,bwa,2035,23668
6743,bwa,2036,24149
6744,bwa,2037,24641
6745,bwa,2038,25142
6746,bwa,2039,25653
6747,bwa,2040,26175
6748,caf,1800,424
6749,caf,1801,424
6750,caf,1802,424
6751,caf,1803,424
6752,caf,1804,424
6753,caf,1805,424
6754,caf,1806,424
6755,caf,1807,425
6756,caf,1808,425
6757,caf,1809,425
6758,caf,1810,425
6759,caf,1811,425
6760,caf,1812,425
6761,caf,1813,425
6762,caf,1814,425
6763,caf,1815,425
6764,caf,1816,425
6765,caf,1817,425
6766,caf,1818,425
6767,caf,1819,425
6768,caf,1820,425
6769,caf,1821,427
6770,caf,1822,429
6771,caf,1823,432
6772,caf,1824,434
6773,caf,1825,436
6774,caf,1826,438
6775,caf,1827,440
6776,caf,1828,442
6777,caf,1829,444
6778,caf,1830,446
6779,caf,1831,449
6780,caf,1832,451
6781,caf,1833,453
6782,caf,1834,455
6783,caf,1835,457
6784,caf,1836,460
6785,caf,1837,462
6786,caf,1838,464
6787,caf,1839,466
6788,caf,1840,468
6789,caf,1841,471
6790,caf,1842,473
6791,caf,1843,475
6792,caf,1844,478
6793,caf,1845,480
6794,caf,1846,482
6795,caf,1847,485
6796,caf,1848,487
6797,caf,1849,489
6798,caf,1850,492
6799,caf,1851,494
6800,caf,1852,496
6801,caf,1853,499
6802,caf,1854,501
6803,caf,1855,504
6804,caf,1856,506
6805,caf,1857,509
6806,caf,1858,511
6807,caf,1859,513
6808,caf,1860,516
6809,caf,1861,518
6810,caf,1862,521
6811,caf,1863,523
6812,caf,1864,526
6813,caf,1865,529
6814,caf,1866,531
6815,caf,1867,534
6816,caf,1868,536
6817,caf,1869,539
6818,caf,1870,541
6819,caf,1871,544
6820,caf,1872,547
6821,caf,1873,549
6822,caf,1874,552
6823,caf,1875,555
6824,caf,1876,557
6825,caf,1877,560
6826,caf,1878,563
6827,caf,1879,565
6828,caf,1880,568
6829,caf,1881,571
6830,caf,1882,574
6831,caf,1883,577
6832,caf,1884,579
6833,caf,1885,582
6834,caf,1886,585
6835,caf,1887,588
6836,caf,1888,591
6837,caf,1889,593
6838,caf,1890,596
6839,caf,1891,599
6840,caf,1892,602
6841,caf,1893,605
6842,caf,1894,608
6843,caf,1895,611
6844,caf,1896,614
6845,caf,1897,617
6846,caf,1898,620
6847,caf,1899,623
6848,caf,1900,626
6849,caf,1901,629
6850,caf,1902,632
6851,caf,1903,635
6852,caf,1904,638
6853,caf,1905,641
6854,caf,1906,644
6855,caf,1907,647
6856,caf,1908,650
6857,caf,1909,654
6858,caf,1910,657
6859,caf,1911,660
6860,caf,1912,663
6861,caf,1913,666
6862,caf,1914,678
6863,caf,1915,690
6864,caf,1916,703
6865,caf,1917,715
6866,caf,1918,728
6867,caf,1919,741
6868,caf,1920,754
6869,caf,1921,766
6870,caf,1922,778
6871,caf,1923,791
6872,caf,1924,804
6873,caf,1925,816
6874,caf,1926,829
6875,caf,1927,843
6876,caf,1928,856
6877,caf,1929,870
6878,caf,1930,884
6879,caf,1931,898
6880,caf,1932,912
6881,caf,1933,927
6882,caf,1934,942
6883,caf,1935,957
6884,caf,1936,972
6885,caf,1937,987
6886,caf,1938,1003
6887,caf,1939,1019
6888,caf,1940,1035
6889,caf,1941,1059
6890,caf,1942,1083
6891,caf,1943,1108
6892,caf,1944,1134
6893,caf,1945,1159
6894,caf,1946,1186
6895,caf,1947,1213
6896,caf,1948,1240
6897,caf,1949,1268
6898,caf,1950,1297
6899,caf,1951,1329
6900,caf,1952,1360
6901,caf,1953,1390
6902,caf,1954,1421
6903,caf,1955,1452
6904,caf,1956,1481
6905,caf,1957,1511
6906,caf,1958,1541
6907,caf,1959,1570
6908,caf,1960,1555
6909,caf,1961,1583
6910,caf,1962,1511
6911,caf,1963,1476
6912,caf,1964,1469
6913,caf,1965,1447
6914,caf,1966,1407
6915,caf,1967,1431
6916,caf,1968,1412
6917,caf,1969,1452
6918,caf,1970,1481
6919,caf,1971,1400
6920,caf,1972,1340
6921,caf,1973,1372
6922,caf,1974,1303
6923,caf,1975,1291
6924,caf,1976,1313
6925,caf,1977,1380
6926,caf,1978,1360
6927,caf,1979,1290
6928,caf,1980,1197
6929,caf,1981,1182
6930,caf,1982,1170
6931,caf,1983,1069
6932,caf,1984,1108
