,geo,time,income_per_person_gdppercapita_ppp_inflation_adjusted
1312,arg,1907,6077
1313,arg,1908,6424
1314,arg,1909,6497
1315,arg,1910,6713
1316,arg,1911,6580
1317,arg,1912,6857
1318,arg,1913,6670
1319,arg,1914,5800
1320,arg,1915,5698
1321,arg,1916,5430
1322,arg,1917,4901
1323,arg,1918,5705
1324,arg,1919,5810
1325,arg,1920,6101
1326,arg,1921,6097
1327,arg,1922,6386
1328,arg,1923,6847
1329,arg,1924,7123
1330,arg,1925,6885
1331,arg,1926,7016
1332,arg,1927,7300
1333,arg,1928,7538
1334,arg,1929,7671
1335,arg,1930,7166
1336,arg,1931,6520
1337,arg,1932,6186
1338,arg,1933,6361
1339,arg,1934,6754
1340,arg,1935,6938
1341,arg,1936,6872
1342,arg,1937,7246
1343,arg,1938,7152
1344,arg,1939,7286
1345,arg,1940,7310
1346,arg,1941,7560
1347,arg,1942,7525
1348,arg,1943,7346
1349,arg,1944,8043
1350,arg,1945,7652
1351,arg,1946,8195
1352,arg,1947,8940
1353,arg,1948,9225
1354,arg,1949,8866
1355,arg,1950,8759
1356,arg,1951,8911
1357,arg,1952,8286
1358,arg,1953,8562
1359,arg,1954,8747
1360,arg,1955,9199
1361,arg,1956,9284
1362,arg,1957,9592
1363,arg,1958,10009
1364,arg,1959,9207
1365,arg,1960,9765
1366,arg,1961,10299
1367,arg,1962,9976
1368,arg,1963,9589
1369,arg,1964,10418
1370,arg,1965,11202
1371,arg,1966,11116
1372,arg,1967,11257
1373,arg,1968,11574
1374,arg,1969,12385
1375,arg,1970,12854
1376,arg,1971,13258
1377,arg,1972,13445
1378,arg,1973,14025
1379,arg,1974,14683
1380,arg,1975,14314
1381,arg,1976,14039
1382,arg,1977,14640
1383,arg,1978,13767
1384,arg,1979,14510
1385,arg,1980,14476
1386,arg,1981,13421
1387,arg,1982,12787
1388,arg,1983,13040
1389,arg,1984,13111
1390,arg,1985,12070
1391,arg,1986,12760
1392,arg,1987,12893
1393,arg,1988,12466
1394,arg,1989,11524
1395,arg,1990,11373
1396,arg,1991,12239
1397,arg,1992,13033
1398,arg,1993,13919
1399,arg,1994,14547
1400,arg,1995,13960
1401,arg,1996,14557
1402,arg,1997,15556
1403,arg,1998,15973
1404,arg,1999,15261
1405,arg,2000,14975
1406,arg,2001,14160
1407,arg,2002,12481
1408,arg,2003,13439
1409,arg,2004,14499
1410,arg,2005,15619
1411,arg,2006,16706
1412,arg,2007,18030
1413,arg,2008,18576
1414,arg,2009,17303
1415,arg,2010,18912
1416,arg,2011,19817
1417,arg,2012,19392
1418,arg,2013,19638
1419,arg,2014,18935
1420,arg,2015,19244
1421,arg,2016,18645
1422,arg,2017,18945
1423,arg,2018,18282
1424,arg,2019,17529
1425,arg,2020,17115
1426,arg,2021,17170
1427,arg,2022,17370
1428,arg,2023,17713
1429,arg,2024,18080
1430,arg,2025,18454
1431,arg,2026,18835
1432,arg,2027,19223
1433,arg,2028,19617
1434,arg,2029,20019
1435,arg,2030,20428
1436,arg,2031,20844
1437,arg,2032,21269
1438,arg,2033,21701
1439,arg,2034,22143
1440,arg,2035,22593
1441,arg,2036,23053
1442,arg,2037,23522
1443,arg,2038,24000
1444,arg,2039,24488
1445,arg,2040,24986
1446,arm,1800,514
1447,arm,1801,514
1448,arm,1802,514
1449,arm,1803,514
1450,arm,1804,514
1451,arm,1805,514
1452,arm,1806,514
1453,arm,1807,514
1454,arm,1808,514
1455,arm,1809,514
1456,arm,1810,514
1457,arm,1811,515
1458,arm,1812,515
1459,arm,1813,515
1460,arm,1814,515
1461,arm,1815,515
1462,arm,1816,515
1463,arm,1817,515
1464,arm,1818,515
1465,arm,1819,515
1466,arm,1820,515
1467,arm,1821,517
1468,arm,1822,519
1469,arm,1823,521
1470,arm,1824,523
1471,arm,1825,525
1472,arm,1826,527
1473,arm,1827,529
1474,arm,1828,531
1475,arm,1829,533
1476,arm,1830,535
1477,arm,1831,538
1478,arm,1832,540
1479,arm,1833,542
1480,arm,1834,544
1481,arm,1835,546
1482,arm,1836,548
1483,arm,1837,550
1484,arm,1838,552
1485,arm,1839,554
1486,arm,1840,556
1487,arm,1841,559
1488,arm,1842,561
1489,arm,1843,563
1490,arm,1844,565
1491,arm,1845,567
1492,arm,1846,569
1493,arm,1847,572
1494,arm,1848,574
1495,arm,1849,576
1496,arm,1850,578
1497,arm,1851,581
1498,arm,1852,583
1499,arm,1853,585
1500,arm,1854,587
1501,arm,1855,590
1502,arm,1856,592
1503,arm,1857,594
1504,arm,1858,596
1505,arm,1859,599
1506,arm,1860,601
1507,arm,1861,603
1508,arm,1862,606
1509,arm,1863,608
1510,arm,1864,610
1511,arm,1865,613
1512,arm,1866,615
1513,arm,1867,617
1514,arm,1868,620
1515,arm,1869,622
1516,arm,1870,625
1517,arm,1871,627
1518,arm,1872,629
1519,arm,1873,632
1520,arm,1874,634
1521,arm,1875,637
1522,arm,1876,639
1523,arm,1877,642
1524,arm,1878,644
1525,arm,1879,647
1526,arm,1880,649
1527,arm,1881,652
1528,arm,1882,654
1529,arm,1883,657
1530,arm,1884,659
1531,arm,1885,662
1532,arm,1886,635
1533,arm,1887,741
1534,arm,1888,711
1535,arm,1889,660
1536,arm,1890,656
1537,arm,1891,599
1538,arm,1892,655
1539,arm,1893,740
1540,arm,1894,840
1541,arm,1895,776
1542,arm,1896,853
1543,arm,1897,837
1544,arm,1898,857
1545,arm,1899,908
1546,arm,1900,886
1547,arm,1901,906
1548,arm,1902,983
1549,arm,1903,913
1550,arm,1904,1008
1551,arm,1905,890
1552,arm,1906,849
1553,arm,1907,814
1554,arm,1908,887
1555,arm,1909,919
1556,arm,1910,979
1557,arm,1911,902
1558,arm,1912,973
1559,arm,1913,1020
1560,arm,1914,972
1561,arm,1915,998
1562,arm,1916,967
1563,arm,1917,806
1564,arm,1918,671
1565,arm,1919,560
1566,arm,1920,531
1567,arm,1921,504
1568,arm,1922,547
1569,arm,1923,593
1570,arm,1924,642
1571,arm,1925,696
1572,arm,1926,755
1573,arm,1927,819
1574,arm,1928,887
1575,arm,1929,962
1576,arm,1930,1003
1577,arm,1931,1009
1578,arm,1932,991
1579,arm,1933,1025
1580,arm,1934,1117
1581,arm,1935,1273
1582,arm,1936,1356
1583,arm,1937,1465
1584,arm,1938,1457
1585,arm,1939,1512
1586,arm,1940,1445
1587,arm,1941,1414
1588,arm,1942,1384
1589,arm,1943,1354
1590,arm,1944,1340
1591,arm,1945,1326
1592,arm,1946,1312
1593,arm,1947,1470
1594,arm,1948,1674
1595,arm,1949,1843
1596,arm,1950,2012
1597,arm,1951,2002
1598,arm,1952,2112
1599,arm,1953,2183
1600,arm,1954,2267
1601,arm,1955,2435
1602,arm,1956,2641
1603,arm,1957,2667
1604,arm,1958,2837
1605,arm,1959,2775
1606,arm,1960,3003
1607,arm,1961,3120
1608,arm,1962,3153
1609,arm,1963,3034
1610,arm,1964,3378
1611,arm,1965,3524
1612,arm,1966,3651
1613,arm,1967,3769
1614,arm,1968,3946
1615,arm,1969,3959
1616,arm,1970,4218
1617,arm,1971,4282
1618,arm,1972,4256
1619,arm,1973,4561
1620,arm,1974,4482
1621,arm,1975,4403
1622,arm,1976,4325
1623,arm,1977,4248
1624,arm,1978,4172
1625,arm,1979,4097
1626,arm,1980,4023
1627,arm,1981,4091
1628,arm,1982,4158
1629,arm,1983,4136
1630,arm,1984,4221
1631,arm,1985,4300
1632,arm,1986,4214
1633,arm,1987,3924
1634,arm,1988,3686
1635,arm,1989,4122
1636,arm,1990,3742
1637,arm,1991,3336
1638,arm,1992,1977
1639,arm,1993,1845
1640,arm,1994,1992
1641,arm,1995,2173
1642,arm,1996,2337
1643,arm,1997,2441
1644,arm,1998,2640
1645,arm,1999,2744
1646,arm,2000,2925
1647,arm,2001,3224
1648,arm,2002,3669
1649,arm,2003,4207
1650,arm,2004,4674
1651,arm,2005,5357
1652,arm,2006,6111
1653,arm,2007,7012
1654,arm,2008,7560
1655,arm,2009,6534
1656,arm,2010,6703
1657,arm,2011,7020
1658,arm,2012,7505
1659,arm,2013,7717
1660,arm,2014,7954
1661,arm,2015,8172
1662,arm,2016,8159
1663,arm,2017,8745
1664,arm,2018,9178
1665,arm,2019,9728
1666,arm,2020,10194
1667,arm,2021,10652
1668,arm,2022,11130
1669,arm,2023,11630
1670,arm,2024,12152
1671,arm,2025,12680
1672,arm,2026,13196
1673,arm,2027,13684
1674,arm,2028,14136
1675,arm,2029,14549
1676,arm,2030,14927
1677,arm,2031,15280
1678,arm,2032,15617
1679,arm,2033,15947
1680,arm,2034,16276
1681,arm,2035,16609
1682,arm,2036,16947
1683,arm,2037,17292
1684,arm,2038,17644
1685,arm,2039,18003
1686,arm,2040,18369
1687,atg,1800,757
1688,atg,1801,757
1689,atg,1802,757
1690,atg,1803,757
1691,atg,1804,757
1692,atg,1805,757
1693,atg,1806,757
1694,atg,1807,758
1695,atg,1808,758
1696,atg,1809,758
1697,atg,1810,758
1698,atg,1811,758
1699,atg,1812,758
1700,atg,1813,758
1701,atg,1814,758
1702,atg,1815,758
1703,atg,1816,759
1704,atg,1817,759
1705,atg,1818,759
1706,atg,1819,759
1707,atg,1820,759
1708,atg,1821,764
1709,atg,1822,769
1710,atg,1823,775
1711,atg,1824,780
1712,atg,1825,785
1713,atg,1826,790
1714,atg,1827,796
1715,atg,1828,801
1716,atg,1829,806
1717,atg,1830,812
1718,atg,1831,817
1719,atg,1832,823
1720,atg,1833,828
1721,atg,1834,834
1722,atg,1835,840
1723,atg,1836,845
1724,atg,1837,851
1725,atg,1838,857
1726,atg,1839,863
1727,atg,1840,868
1728,atg,1841,874
1729,atg,1842,880
1730,atg,1843,886
1731,atg,1844,892
1732,atg,1845,898
1733,atg,1846,904
1734,atg,1847,910
1735,atg,1848,917
1736,atg,1849,923
1737,atg,1850,929
1738,atg,1851,935
1739,atg,1852,942
1740,atg,1853,948
1741,atg,1854,954
1742,atg,1855,961
1743,atg,1856,967
1744,atg,1857,974
1745,atg,1858,980
1746,atg,1859,987
1747,atg,1860,994
1748,atg,1861,1000
1749,atg,1862,1007
1750,atg,1863,1014
1751,atg,1864,1021
1752,atg,1865,1028
1753,atg,1866,1035
1754,atg,1867,1042
1755,atg,1868,1049
1756,atg,1869,1056
1757,atg,1870,1063
1758,atg,1871,1070
1759,atg,1872,1077
1760,atg,1873,1085
1761,atg,1874,1092
1762,atg,1875,1099
1763,atg,1876,1107
1764,atg,1877,1114
1765,atg,1878,1122
1766,atg,1879,1129
1767,atg,1880,1137
1768,atg,1881,1145
1769,atg,1882,1152
1770,atg,1883,1160
1771,atg,1884,1168
1772,atg,1885,1176
1773,atg,1886,1184
1774,atg,1887,1192
1775,atg,1888,1200
1776,atg,1889,1208
1777,atg,1890,1216
1778,atg,1891,1224
1779,atg,1892,1233
1780,atg,1893,1241
1781,atg,1894,1249
1782,atg,1895,1258
1783,atg,1896,1266
1784,atg,1897,1275
1785,atg,1898,1283
1786,atg,1899,1292
1787,atg,1900,1301
1788,atg,1901,1310
1789,atg,1902,1319
1790,atg,1903,1327
1791,atg,1904,1336
1792,atg,1905,1345
1793,atg,1906,1355
1794,atg,1907,1364
1795,atg,1908,1373
1796,atg,1909,1382
1797,atg,1910,1391
1798,atg,1911,1401
1799,atg,1912,1410
1800,atg,1913,1420
1801,atg,1914,1455
1802,atg,1915,1491
1803,atg,1916,1528
1804,atg,1917,1565
1805,atg,1918,1604
1806,atg,1919,1643
1807,atg,1920,1684
1808,atg,1921,1725
1809,atg,1922,1767
1810,atg,1923,1811
1811,atg,1924,1855
1812,atg,1925,1900
1813,atg,1926,1947
1814,atg,1927,1995
1815,atg,1928,2043
1816,atg,1929,2093
1817,atg,1930,2145
1818,atg,1931,2197
1819,atg,1932,2251
1820,atg,1933,2306
1821,atg,1934,2362
1822,atg,1935,2420
1823,atg,1936,2479
1824,atg,1937,2539
1825,atg,1938,2602
1826,atg,1939,2665
1827,atg,1940,2730
1828,atg,1941,2797
1829,atg,1942,2865
1830,atg,1943,2935
1831,atg,1944,3007
1832,atg,1945,3080
1833,atg,1946,3155
1834,atg,1947,3232
1835,atg,1948,3311
1836,atg,1949,3391
1837,atg,1950,3474
1838,atg,1951,3559
1839,atg,1952,3645
1840,atg,1953,3734
1841,atg,1954,3825
1842,atg,1955,3918
1843,atg,1956,4014
1844,atg,1957,4111
1845,atg,1958,4212
1846,atg,1959,4314
1847,atg,1960,4419
1848,atg,1961,4571
1849,atg,1962,4727
1850,atg,1963,4888
1851,atg,1964,5055
1852,atg,1965,5227
1853,atg,1966,5405
1854,atg,1967,5588
1855,atg,1968,5777
1856,atg,1969,5973
1857,atg,1970,6174
1858,atg,1971,6554
1859,atg,1972,6963
1860,atg,1973,7486
1861,atg,1974,7680
1862,atg,1975,7211
1863,atg,1976,6527
1864,atg,1977,6971
1865,atg,1978,7198
1866,atg,1979,7980
1867,atg,1980,8555
1868,atg,1981,9056
1869,atg,1982,9201
1870,atg,1983,9976
1871,atg,1984,10897
1872,atg,1985,11941
1873,atg,1986,13175
1874,atg,1987,14576
1875,atg,1988,15919
1876,atg,1989,16922
1877,atg,1990,17473
1878,atg,1991,17617
1879,atg,1992,17516
1880,atg,1993,18075
1881,atg,1994,18872
1882,atg,1995,17664
1883,atg,1996,18427
1884,atg,1997,19020
1885,atg,1998,19507
1886,atg,1999,19837
1887,atg,2000,20791
1888,atg,2001,19455
1889,atg,2002,19382
1890,atg,2003,20296
1891,atg,2004,21183
1892,atg,2005,22229
1893,atg,2006,24683
1894,atg,2007,26545
1895,atg,2008,26111
1896,atg,2009,22592
1897,atg,2010,20660
1898,atg,2011,19953
1899,atg,2012,20389
1900,atg,2013,20121
1901,atg,2014,20821
1902,atg,2015,21426
1903,atg,2016,22394
1904,atg,2017,22856
1905,atg,2018,23768
1906,atg,2019,24463
1907,atg,2020,25007
1908,atg,2021,25362
1909,atg,2022,25594
1910,atg,2023,25828
1911,atg,2024,26064
1912,atg,2025,26320
1913,atg,2026,26612
1914,atg,2027,26951
1915,atg,2028,27343
1916,atg,2029,27789
1917,atg,2030,28282
1918,atg,2031,28815
1919,atg,2032,29379
1920,atg,2033,29966
1921,atg,2034,30571
1922,atg,2035,31191
1923,atg,2036,31825
1924,atg,2037,32472
1925,atg,2038,33133
1926,atg,2039,33806
1927,atg,2040,34494
1928,aus,1800,817
1929,aus,1801,822
1930,aus,1802,826
1931,aus,1803,831
1932,aus,1804,836
1933,aus,1805,841
1934,aus,1806,845
1935,aus,1807,850
1936,aus,1808,855
1937,aus,1809,860
1938,aus,1810,865
1939,aus,1811,869
1940,aus,1812,874
1941,aus,1813,879
1942,aus,1814,884
1943,aus,1815,889
1944,aus,1816,894
1945,aus,1817,899
1946,aus,1818,904
1947,aus,1819,910
1948,aus,1820,941
1949,aus,1821,950
1950,aus,1822,977
1951,aus,1823,1011
1952,aus,1824,1067
1953,aus,1825,1118
1954,aus,1826,1140
1955,aus,1827,1174
1956,aus,1828,1204
1957,aus,1829,1271
1958,aus,1830,1542
1959,aus,1831,1593
1960,aus,1832,1629
1961,aus,1833,1635
1962,aus,1834,1719
1963,aus,1835,2081
1964,aus,1836,2045
1965,aus,1837,2143
1966,aus,1838,2117
1967,aus,1839,1975
1968,aus,1840,2496
1969,aus,1841,2129
1970,aus,1842,1942
1971,aus,1843,2252
1972,aus,1844,2559
1973,aus,1845,2633
1974,aus,1846,2911
1975,aus,1847,3367
1976,aus,1848,3853
1977,aus,1849,3807
1978,aus,1850,3589
1979,aus,1851,4259
1980,aus,1852,4995
1981,aus,1853,5469
1982,aus,1854,4789
1983,aus,1855,4545
1984,aus,1856,5546
1985,aus,1857,4894
1986,aus,1858,4174
1987,aus,1859,5388
1988,aus,1860,5259
1989,aus,1861,5179
1990,aus,1862,4977
1991,aus,1863,4961
1992,aus,1864,5261
1993,aus,1865,5018
1994,aus,1866,5166
1995,aus,1867,5648
1996,aus,1868,5735
1997,aus,1869,5621
1998,aus,1870,5947
1999,aus,1871,5993
2000,aus,1872,6456
2001,aus,1873,6947
2002,aus,1874,6967
2003,aus,1875,7518
2004,aus,1876,7281
2005,aus,1877,7333
2006,aus,1878,7771
2007,aus,1879,7640
2008,aus,1880,7786
2009,aus,1881,8094
2010,aus,1882,7381
2011,aus,1883,8131
2012,aus,1884,7819
2013,aus,1885,8035
2014,aus,1886,7866
2015,aus,1887,8415
2016,aus,1888,8183
2017,aus,1889,8624
2018,aus,1890,8099
2019,aus,1891,8478
2020,aus,1892,7259
2021,aus,1893,6737
2022,aus,1894,6841
2023,aus,1895,6336
2024,aus,1896,6695
2025,aus,1897,6214
2026,aus,1898,7070
2027,aus,1899,6976
2028,aus,1900,7292
2029,aus,1901,6974
2030,aus,1902,6945
2031,aus,1903,7406
2032,aus,1904,7803
2033,aus,1905,7780
2034,aus,1906,8189
2035,aus,1907,8387
2036,aus,1908,8527
2037,aus,1909,9049
2038,aus,1910,9465
2039,aus,1911,9273
2040,aus,1912,9263
2041,aus,1913,9369
2042,aus,1914,9133
2043,aus,1915,8896
2044,aus,1916,8863
2045,aus,1917,8705
2046,aus,1918,8360
2047,aus,1919,8567
2048,aus,1920,8658
2049,aus,1921,8922
2050,aus,1922,9200
2051,aus,1923,9433
2052,aus,1924,9843
2053,aus,1925,10089
2054,aus,1926,10124
2055,aus,1927,10072
2056,aus,1928,9905
2057,aus,1929,9562
2058,aus,1930,8554
2059,aus,1931,7910
2060,aus,1932,8292
2061,aus,1933,8798
2062,aus,1934,9193
2063,aus,1935,9661
2064,aus,1936,10021
2065,aus,1937,10439
2066,aus,1938,10695
2067,aus,1939,10621
2068,aus,1940,11203
2069,aus,1941,12333
2070,aus,1942,13636
2071,aus,1943,13995
2072,aus,1944,13376
2073,aus,1945,12567
2074,aus,1946,11982
2075,aus,1947,12108
2076,aus,1948,12659
2077,aus,1949,13148
2078,aus,1950,13466
2079,aus,1951,13640
2080,aus,1952,13477
2081,aus,1953,13636
2082,aus,1954,14154
2083,aus,1955,14585
2084,aus,1956,14732
2085,aus,1957,14699
2086,aus,1958,15090
2087,aus,1959,15677
2088,aus,1960,15972
2089,aus,1961,15678
2090,aus,1962,16311
2091,aus,1963,16939
2092,aus,1964,17700
2093,aus,1965,18195
2094,aus,1966,18305
2095,aus,1967,19131
2096,aus,1968,19817
2097,aus,1969,20494
2098,aus,1970,21254
2099,aus,1971,21664
2100,aus,1972,21806
2101,aus,1973,22576
2102,aus,1974,22699
2103,aus,1975,22958
2104,aus,1976,23568
2105,aus,1977,23481
2106,aus,1978,23799
2107,aus,1979,24680
2108,aus,1980,24768
2109,aus,1981,25124
2110,aus,1982,24627
2111,aus,1983,24261
2112,aus,1984,25590
2113,aus,1985,26493
2114,aus,1986,26616
2115,aus,1987,27441
2116,aus,1988,28132
2117,aus,1989,28791
2118,aus,1990,28669
2119,aus,1991,28194
2120,aus,1992,27969
2121,aus,1993,28813
2122,aus,1994,29645
2123,aus,1995,30412
2124,aus,1996,31179
2125,aus,1997,32055
2126,aus,1998,33174
2127,aus,1999,34462
2128,aus,2000,35393
2129,aus,2001,35593
2130,aus,2002,36568
2131,aus,2003,37198
2132,aus,2004,38260
2133,aus,2005,38969
2134,aus,2006,39471
2135,aus,2007,40733
2136,aus,2008,41385
2137,aus,2009,41326
2138,aus,2010,41530
2139,aus,2011,41965
2140,aus,2012,42848
2141,aus,2013,43218
2142,aus,2014,43672
2143,aus,2015,44054
2144,aus,2016,44606
2145,aus,2017,44888
2146,aus,2018,45439
2147,aus,2019,45495
2148,aus,2020,45797
2149,aus,2021,46245
2150,aus,2022,46750
2151,aus,2023,47248
2152,aus,2024,47737
2153,aus,2025,48260
2154,aus,2026,48842
2155,aus,2027,49505
2156,aus,2028,50256
2157,aus,2029,51097
2158,aus,2030,52019
2159,aus,2031,53007
2160,aus,2032,54048
2161,aus,2033,55130
2162,aus,2034,56244
2163,aus,2035,57385
2164,aus,2036,58552
2165,aus,2037,59742
2166,aus,2038,60957
2167,aus,2039,62197
2168,aus,2040,63462
2169,aut,1800,1847
2170,aut,1801,1854
2171,aut,1802,1862
2172,aut,1803,1869
2173,aut,1804,1877
2174,aut,1805,1884
2175,aut,1806,1892
2176,aut,1807,1900
2177,aut,1808,1907
2178,aut,1809,1915
2179,aut,1810,1923
2180,aut,1811,1941
2181,aut,1812,1959
2182,aut,1813,1978
2183,aut,1814,1997
2184,aut,1815,2016
2185,aut,1816,2035
2186,aut,1817,2054
2187,aut,1818,2073
2188,aut,1819,2093
2189,aut,1820,2112
2190,aut,1821,2141
2191,aut,1822,2171
2192,aut,1823,2201
2193,aut,1824,2232
2194,aut,1825,2263
2195,aut,1826,2295
2196,aut,1827,2327
2197,aut,1828,2359
2198,aut,1829,2392
2199,aut,1830,2425
2200,aut,1831,2444
2201,aut,1832,2464
2202,aut,1833,2484
2203,aut,1834,2503
2204,aut,1835,2523
2205,aut,1836,2544
2206,aut,1837,2564
2207,aut,1838,2585
2208,aut,1839,2605
2209,aut,1840,2626
2210,aut,1841,2649
2211,aut,1842,2671
2212,aut,1843,2694
2213,aut,1844,2718
2214,aut,1845,2741
2215,aut,1846,2765
2216,aut,1847,2788
2217,aut,1848,2812
2218,aut,1849,2837
2219,aut,1850,2861
2220,aut,1851,2882
2221,aut,1852,2904
2222,aut,1853,2926
2223,aut,1854,2947
2224,aut,1855,2969
2225,aut,1856,2992
2226,aut,1857,3014
2227,aut,1858,3036
2228,aut,1859,3059
2229,aut,1860,3082
2230,aut,1861,3096
2231,aut,1862,3111
2232,aut,1863,3125
2233,aut,1864,3140
2234,aut,1865,3155
2235,aut,1866,3169
2236,aut,1867,3184
2237,aut,1868,3199
2238,aut,1869,3214
2239,aut,1870,3229
2240,aut,1871,3431
2241,aut,1872,3427
2242,aut,1873,3317
2243,aut,1874,3435
2244,aut,1875,3421
2245,aut,1876,3468
2246,aut,1877,3555
2247,aut,1878,3642
2248,aut,1879,3585
2249,aut,1880,3604
2250,aut,1881,3719
2251,aut,1882,3710
2252,aut,1883,3830
2253,aut,1884,3898
2254,aut,1885,3841
2255,aut,1886,3932
2256,aut,1887,4169
2257,aut,1888,4125
2258,aut,1889,4052
2259,aut,1890,4236
2260,aut,1891,4345
2261,aut,1892,4395
2262,aut,1893,4378
2263,aut,1894,4585
2264,aut,1895,4660
2265,aut,1896,4683
2266,aut,1897,4734
2267,aut,1898,4951
2268,aut,1899,5004
2269,aut,1900,4997
2270,aut,1901,4965
2271,aut,1902,5107
2272,aut,1903,5099
2273,aut,1904,5125
2274,aut,1905,5357
2275,aut,1906,5507
2276,aut,1907,5788
2277,aut,1908,5756
2278,aut,1909,5680
2279,aut,1910,5705
2280,aut,1911,5835
2281,aut,1912,6077
2282,aut,1913,6009
2283,aut,1914,4986
2284,aut,1915,4600
2285,aut,1916,4556
2286,aut,1917,4484
2287,aut,1918,4430
2288,aut,1919,3917
2289,aut,1920,4183
2290,aut,1921,4595
2291,aut,1922,4989
2292,aut,1923,4928
2293,aut,1924,5484
2294,aut,1925,5838
2295,aut,1926,5918
2296,aut,1927,6078
2297,aut,1928,6341
2298,aut,1929,6413
2299,aut,1930,6217
2300,aut,1931,5700
2301,aut,1932,5097
2302,aut,1933,4912
2303,aut,1934,4944
2304,aut,1935,5040
2305,aut,1936,5192
2306,aut,1937,5471
2307,aut,1938,6172
2308,aut,1939,7102
2309,aut,1940,6865
2310,aut,1941,7312
2311,aut,1942,6906
2312,aut,1943,7047
2313,aut,1944,7199
2314,aut,1945,2990
2315,aut,1946,3392
2316,aut,1947,3756
2317,aut,1948,4793
2318,aut,1949,5710
2319,aut,1950,6426
2320,aut,1951,6865
2321,aut,1952,6878
2322,aut,1953,7173
2323,aut,1954,7897
2324,aut,1955,8762
2325,aut,1956,9357
2326,aut,1957,9911
2327,aut,1958,10241
2328,aut,1959,10492
2329,aut,1960,11302
2330,aut,1961,11865
2331,aut,1962,12105
2332,aut,1963,12547
2333,aut,1964,13242
2334,aut,1965,13566
2335,aut,1966,14262
2336,aut,1967,14620
2337,aut,1968,15226
2338,aut,1969,16164
2339,aut,1970,17294
2340,aut,1971,18139
2341,aut,1972,19197
2342,aut,1973,20070
2343,aut,1974,20873
2344,aut,1975,20900
2345,aut,1976,21944
2346,aut,1977,23013
2347,aut,1978,23000
2348,aut,1979,24350
2349,aut,1980,24969
2350,aut,1981,24950
2351,aut,1982,25448
2352,aut,1983,26296
2353,aut,1984,26437
2354,aut,1985,27070
2355,aut,1986,27734
2356,aut,1987,28222
2357,aut,1988,29099
2358,aut,1989,30284
2359,aut,1990,31342
2360,aut,1991,32098
2361,aut,1992,32412
2362,aut,1993,32315
2363,aut,1994,32964
2364,aut,1995,33792
2365,aut,1996,34539
2366,aut,1997,35222
2367,aut,1998,36444
2368,aut,1999,37666
2369,aut,2000,38844
2370,aut,2001,39186
2371,aut,2002,39638
2372,aut,2003,39817
2373,aut,2004,40653
2374,aut,2005,41283
2375,aut,2006,42498
2376,aut,2007,43939
2377,aut,2008,44442
2378,aut,2009,42657
2379,aut,2010,43336
2380,aut,2011,44453
2381,aut,2012,44552
2382,aut,2013,44301
2383,aut,2014,44247
2384,aut,2015,44254
2385,aut,2016,44671
2386,aut,2017,45493
2387,aut,2018,46473
2388,aut,2019,46873
2389,aut,2020,47345
2390,aut,2021,47776
2391,aut,2022,48235
2392,aut,2023,48724
2393,aut,2024,49235
2394,aut,2025,49780
2395,aut,2026,50387
2396,aut,2027,51075
2397,aut,2028,51855
2398,aut,2029,52725
2399,aut,2030,53677
2400,aut,2031,54698
2401,aut,2032,55773
2402,aut,2033,56890
2403,aut,2034,58039
2404,aut,2035,59217
2405,aut,2036,60421
2406,aut,2037,61650
2407,aut,2038,62903
2408,aut,2039,64183
2409,aut,2040,65488
2410,aze,1800,775
2411,aze,1801,775
2412,aze,1802,775
2413,aze,1803,775
2414,aze,1804,775
2415,aze,1805,776
2416,aze,1806,776
2417,aze,1807,776
2418,aze,1808,776
2419,aze,1809,776
2420,aze,1810,777
2421,aze,1811,777
